0GVAa,0GVAb,0NPa,0NPb,0PF,0T,0TFa,0TFb,0TFc,0TFd,1P,2NLa,2NLb,2P,2Ta,2Tb,3NHa,3NHb,3Ta,3Tb,3V,4V,5Ta,5Tb,5Tc,5V,6P,6Ta,6Tb,6Tc,6Td,6Te,6Tf,6Tg,6Th,6Ti,6Tj,6Tk,6Tl,6Tm,6Tn,6To,6Tp,6Tq,7T_2a,7T_2b,7T_4a,7T_4b
ggjgvf1,ggjgvf2,a99pt1,a99pt2,a63fgm,0,a26fgra,a26fgrb,a26fgrc,a26fgrd,a63gg20,a99ggnl1,a99ggnl2,a63gg25,a26gg25a,a26gg25b,a99ggnh1,a99ggnh2,a26gg31a,a26gg31b,a39ggc,a39ggi,a26gg05a,a26gg05b,a26gg05c,a39ggt,a63gg455,gg45501a,gg45502a,gg45503a,gg45504a,gg45505a,gg45506a,gg45507a,gg45508a,gg45509a,gg45510a,gg45511a,gg45512a,gg45513a,gg45514a,gg45515a,gg45516a,gg45517a,a26ptrc1a,a26ptrc1b,a26ptrc2a,a26ptrc2b
