0FF,0H,0LOAD,0NPa,0NPb,0OPT,0P,0PF,0T,0TF,1Pa,1Pb,1Ta,1Tb,1Tc,3NHa,3NHb,3PSa,3PSb,3Ta,3Tb,3Tc,3Td,6P,6Ta,6Tb,6Tc,6Td,6Te,6Tf,6Tg,6Th,7P,7T_1a,7T_1b,7T_2a,7T_2b,7T_3a,7T_3b,7T_4a,7T_4b,7Ta,7Tb,7Tc,7Td,7Te,7Tf,7Tg,7Th
a60fg6,a90rh,gtapload,npt.a,npt.b,optime,barometric,a63gs,a26at,a26fg,a96tf1,p2a,t2sel,t2a,t2b,ngg.a,ngg.b,ps3a,ps3b,t3a1,t3a2,t3b1,t3b2,a63hp,t48a,t48b,t48c,t48d,t48e,t48f,t48g,t48h,ptexh.pressure,ws1ai.a,ws1ai.b,ws1fi.a,ws1fi.b,ws2ai.a,ws2ai.b,ws2fi.a,ws2fi.b,t8a,t8b,t8c,t8d,t8e,t8f,t8g,t8h
